,char1,char2,filename_bbox_count,xml_content_bbox_count,gross_count,presence,mismatch,keys_filename,key_xml_content,human_key,subject_gender,subject_id,front_back,time,file,file_id
812,S,N,1,1,0,0,0,['CK'],[],HUMAN,M,3,front,0905104435,S_N_M3_CK_L_RL_front_0905104435.jpg,4dbc99a063f5a7cc075be882bd3559e1
813,S,P,2,1,1,1,0,"['CL', 'LW']",[],HUMAN,M,4,front,0905151942,S_P_M4_CL_F_W_LW_V_N_front_0905151942.jpg,eff7e8c8d69af5cf18fdbf3ddc3745e7
814,S,N,1,1,0,0,0,"['KK', 'GA']",[],HUMAN,M,6,back,0906142117,S_N_M6_KK_F_LL_GA_V_LL_back_0906142117.jpg,4f986f3d6ced8da3bddfd172d13739ff
815,S,N,1,1,0,0,0,['CP'],[],HUMAN,F,3,front,0910151122,S_N_F3_CP_L_LL_front_0910151122.jpg,42dced59c7f5fdd751d655ff830608ed
816,S,P,2,2,1,1,0,"['WB', 'CK']",['CK'],HUMAN,M,5,front,0906091855,S_P_M5_WB_F_RA_CK_V_RL_front_0906091855.jpg,cc274dfa9eba0479da101ed78aeffc09
817,S,P,2,1,1,1,0,"['CL', 'LW']",[],HUMAN,F,1,front,0907102015,S_P_F1_CL_F_LL_LW_V_LT_front_0907102015.jpg,461c64dcec757415ac1c009b6e28c870
818,S,P,2,2,1,1,0,"['GA', 'KK']",['KK'],HUMAN,M,2,back,0904084341,S_P_M2_GA_F_LT_KK_V_N_back_0904084341.jpg,1fdadd0efa6a03f4543f8f9a5b42545a
819,S,P,2,2,1,1,1,"['WB', 'CK']",['SS'],HUMAN,M,2,back,0904100135,S_P_M2_WB_F_LT_CK_V_N_back_0904100135.jpg,1a1b613585ee60e11c926331c3d01261
820,T,P,4,1,3,1,0,"['GA', 'KK', 'SS']",[],HUMAN,F,3,front,0910152156,T_P_F3_GA_V_N_KK_V_N_SS_V_LL_front_0910152156.jpg,68821908bdfda9dad1dfc0fcbe1e637a
821,S,P,2,1,1,1,0,['SS'],[],HUMAN,M,4,back,0905153827,S_P_M4_SS_R_RT_back_0905153827.jpg,5ca1950e8e3f054ceb7ef658a8a7a6a4
822,S,P,2,1,1,1,0,['MD'],[],HUMAN,F,2,back,0907154311,S_P_F2_MD_R_RL_back_0907154311.jpg,7315e05bef01591b06691332e477f704
823,S,P,2,1,1,1,0,['KC'],[],HUMAN,M,6,back,0906152427,S_P_M6_KC_L_LT_back_0906152427.jpg,a26b7224e9aef9a06e978511b48a5cc2
824,S,P,2,2,1,1,0,"['MD', 'SS']",['SS'],HUMAN,M,1,back,0903131210,S_P_M1_MD_F_RA_SS_V_LA_back_0903131210.jpg,8c90575086bf10cf79f256f75e185030
825,S,P,2,1,1,1,0,['GA'],[],HUMAN,F,3,back,0910111004,S_P_F3_GA_R_W_back_0910111004.jpg,2fbd3b551f571246895e5105f48cb6c2
826,D,N,1,1,0,0,0,"['CL', 'LW']",[],HUMAN,M,5,back,0906104342,D_N_M5_CL_V_B_LW_V_RL_back_0906104342.jpg,c1ca7948c775abd16cc649554f09781a
827,T,N,1,1,0,0,0,"['MD', 'CK', 'WB']",[],HUMAN,F,2,back,0907160457,T_N_F2_MD_F_LT_CK_F_RT_WB_F_S_back_0907160457.jpg,dcbcca5311f6ebdc155b1406e7d46b7d
828,S,N,1,1,0,0,0,"['KC', 'CP']",[],HUMAN,M,2,back,0904101708,S_N_M2_KC_F_W_CP_V_W_back_0904101708.jpg,16b5d6faf5a7ace01cdfc45b7590eab5
829,S,P,2,1,1,1,0,['SS'],[],HUMAN,M,5,back,0906100808,S_P_M5_SS_L_RL_back_0906100808.jpg,889fdc46d4fb67b90f943baac64ad1cb
830,S,P,2,2,1,1,0,"['CL', 'LW']",['CL'],HUMAN,M,3,front,0905100938,S_P_M3_CL_F_LT_LW_V_N_front_0905100938.jpg,6921b1a5a43f1eec1f86c2c0e7d2d376
831,S,P,2,2,1,1,1,['KC'],['CL'],HUMAN,F,4,front,0910163257,S_P_F4_KC_R_LL_front_0910163257.jpg,a5f6b09137acf3cd0044b712c6ecd013
832,S,P,2,2,1,1,1,"['CK', 'WB']",['UNKNOWN'],HUMAN,M,1,back,0903144753,S_P_M1_CK_F_W_WB_V_LT_back_0903144753.jpg,80f68ae85d376abea5512fbd7727c9e1
833,S,P,2,2,1,1,0,"['CP', 'KC']",['KC'],HUMAN,M,1,back,0903151900,S_P_M1_CP_F_LA_KC_V_RL_back_0903151900.jpg,3dfc4a97bfa245bed8c9073260894af0
834,S,P,2,2,1,1,1,['WB'],['UNKNOWN'],HUMAN,M,1,front,0903162421,S_P_M1_WB_R_W_front_0903162421.jpg,40dc8679557e54c1c5884c429a6c7c56
835,S,P,2,2,1,1,0,"['CK', 'WB']",['CK'],HUMAN,M,3,front,0905091712,S_P_M3_CK_F_LA_WB_V_B_front_0905091712.jpg,0c16fcb33176219958e6bc73bbbbc5d4
836,T,N,1,1,0,0,0,"['MD', 'CK', 'WB']",[],HUMAN,F,4,front,0910164443,T_N_F4_MD_V_LL_CK_V_RL_WB_V_N_front_0910164443.jpg,8c4e0305e1e30f7f58f5b3ea38d16208
837,S,P,2,1,1,1,0,['CL'],[],HUMAN,F,2,back,0907155206,S_P_F2_CL_R_RL_back_0907155206.jpg,2a2e228ece22affa159a6ecb4f825b5d
838,S,P,2,2,1,1,1,"['MD', 'SS']",['UNKNOWN'],HUMAN,F,4,back,0910155118,S_P_F4_MD_F_RT_SS_V_N_back_0910155118.jpg,f895cb801cf8835f46e30bf49ea18bea
839,T,P,4,4,3,1,1,"['MD', 'CK', 'WB']","['WB', 'CK', 'UNKNOWN']",HUMAN,M,2,back,0904131307,T_P_M2_MD_V_RA_CK_V_LL_WB_V_N_back_0904131307.jpg,b47cb18754326ca025148c5c9fa12275
840,S,N,1,1,0,0,0,"['WB', 'CK']",[],HUMAN,M,5,front,0906091546,S_N_M5_WB_F_W_CK_V_B_front_0906091546.jpg,04a822ecc56c14afcd44faeed7fb2b1d
841,S,P,2,2,1,1,0,"['CP', 'KC']",['CP'],HUMAN,M,1,front,0903151306,S_P_M1_CP_F_RL_KC_V_RA_front_0903151306.jpg,7e663099009353f6d9b5be50ffeccb1d
842,D,P,3,1,2,1,0,"['SS', 'MD']",[],HUMAN,M,3,back,0905110643,D_P_M3_SS_F_C_MD_F_S_back_0905110643.jpg,bed836ad6c98cb0cdbb4a7648922672d
843,S,N,1,1,0,0,0,"['GA', 'KK']",[],HUMAN,M,2,back,0904083816,S_N_M2_GA_F_C_KK_V_B_back_0904083816.jpg,8b8ba707013a2819f68325d830c71227
844,S,P,2,2,1,1,1,['KK'],['CK'],HUMAN,M,1,back,0903154922,S_P_M1_KK_R_RT_back_0903154922.jpg,db8f41d1da8a186b049442959984776f
845,T,N,1,1,0,0,0,"['LW', 'SS', 'CP']",[],HUMAN,F,3,front,0910152648,T_N_F3_LW_V_LL_SS_V_RL_CP_V_N_front_0910152648.jpg,a73a212420a590d9381926921fc52097
846,S,P,2,1,1,1,0,['LW'],[],HUMAN,M,4,front,0905160325,S_P_M4_LW_R_LL_front_0905160325.jpg,cab1991554a18db0997278e49239d711
847,S,P,2,2,1,1,0,"['GA', 'KK']",['GA'],HUMAN,M,5,front,0906083402,S_P_M5_GA_F_W_KK_V_N_front_0906083402.jpg,7fce27eb36bf16d28203d572daac8092
848,S,N,1,1,0,0,0,"['CK', 'WB']",[],HUMAN,F,4,front,0910155902,S_N_F4_CK_F_RL_WB_V_RL_front_0910155902.jpg,555471b869e88c99e60f9428f5169f9f
849,S,N,1,1,0,0,0,"['CP', 'KC']",[],HUMAN,M,1,back,0903150722,S_N_M1_CP_F_LT_KC_V_LA_back_0903150722.jpg,3487b392551cbed3e47c8f2fe2ca8f64
850,S,N,1,1,0,0,0,"['KC', 'CP']",[],HUMAN,F,1,front,0907095246,S_N_F1_KC_F_LA_CP_V_LA_front_0907095246.jpg,4333aae9fa4b84641b8540643fd5b8d9
851,S,P,2,2,1,1,0,"['KK', 'GA']",['GA'],HUMAN,F,1,back,0907091119,S_P_F1_KK_F_S_GA_V_B_back_0907091119.jpg,c796181135e0f5d398a8a7ffffe25aab
852,S,N,1,1,0,0,0,"['LW', 'CL']",[],HUMAN,F,2,front,0907152338,S_N_F2_LW_F_LL_CL_V_LL_front_0907152338.jpg,2050b23b26f9ab39cf3ca7e68bb2d013
853,S,P,2,2,1,1,0,"['WB', 'CK']",['WB'],HUMAN,F,2,front,0907150139,S_P_F2_WB_F_LT_CK_V_LL_front_0907150139.jpg,cc18a6bc9a8b9cbdfc3a1f83b890ffa6
854,S,N,1,1,0,0,0,"['KK', 'GA']",[],HUMAN,M,6,front,0906141949,S_N_M6_KK_F_W_GA_V_N_front_0906141949.jpg,d7f771ae0376b28b1d6ef6114941ccc4
855,S,P,2,2,1,1,0,"['MD', 'SS']",['SS'],HUMAN,M,4,back,0905144216,S_P_M4_MD_F_LL_SS_V_RL_back_0905144216.jpg,7e4660c1a5d06117198d85548f1c7adf
856,S,N,1,1,0,0,0,"['GA', 'KK']",[],HUMAN,M,6,back,0906140743,S_N_M6_GA_F_S_KK_V_B_back_0906140743.jpg,c02b6dcbbaea63fe6d5cb64d07ffaefe
857,S,P,2,2,1,1,1,"['CP', 'KC']",['CL'],HUMAN,F,1,back,0907101256,S_P_F1_CP_F_RT_KC_V_B_back_0907101256.jpg,348c6f18a33c5e68246da5b640bd8945
858,S,N,1,1,0,0,0,"['LW', 'CL']",[],HUMAN,M,5,back,0906094906,S_N_M5_LW_F_RA_CL_V_LA_back_0906094906.jpg,2b3c574ccd04de9dee6a135dd4681bff
859,S,N,1,1,0,0,0,"['WB', 'CK']",[],HUMAN,F,3,front,0910103645,S_N_F3_WB_F_RT_CK_V_N_front_0910103645.jpg,99a2c1c69572307bd6c63ea11649eda7
860,S,N,1,1,0,0,0,"['CK', 'WB']",[],HUMAN,M,3,back,0905091843,S_N_M3_CK_F_W_WB_V_W_back_0905091843.jpg,a88e6c17320201dc43bf6196427f0b93
861,S,N,1,1,0,0,0,"['KK', 'GA']",[],HUMAN,F,4,front,0910153802,S_N_F4_KK_F_C_GA_V_N_front_0910153802.jpg,f28e3ddc42f1d86fec106591a8a57f63
862,S,N,1,1,0,0,0,"['CL', 'LW']",[],HUMAN,M,4,back,0905152104,S_N_M4_CL_F_LT_LW_V_N_back_0905152104.jpg,029fb6b2afa3111d03a9d50e38aefaac
863,S,P,2,2,1,1,0,"['CP', 'KC']",['CP'],HUMAN,F,3,front,0910104921,S_P_F3_CP_F_LL_KC_V_RL_front_0910104921.jpg,f5604691932037d4f3edd9cb8184b3c4
864,S,N,1,1,0,0,0,['WB'],[],HUMAN,M,1,back,0903162719,S_N_M1_WB_R_RT_back_0903162719.jpg,cd5781ed90f4aa2c5efa940ccba4ccf7
865,S,P,2,2,1,1,1,['GA'],['UNKNOWN'],HUMAN,M,3,front,0905103112,S_P_M3_GA_L_LL_front_0905103112.jpg,d6ab1014c49d10a04eee953332007d31
866,S,N,1,1,0,0,0,"['SS', 'MD']",[],HUMAN,M,6,front,0906142751,S_N_M6_SS_F_LT_MD_V_N_front_0906142751.jpg,3914700dd48aa58dc75a1c7920257a3d
867,S,N,1,1,0,0,0,"['SS', 'MD']",[],HUMAN,M,3,back,0905090929,S_N_M3_SS_F_LL_MD_V_RL_back_0905090929.jpg,3eb19a191e0a2bbdbef5166c4dbe0785
868,S,N,1,1,0,0,0,['KC'],[],HUMAN,M,2,back,0904125421,S_N_M2_KC_L_LA_back_0904125421.jpg,660373fd27a747e180a04e98c6c349c6
869,S,N,1,1,0,0,0,['CP'],[],HUMAN,M,3,back,0905105723,S_N_M3_CP_R_LA_back_0905105723.jpg,e714a45bed0b7a5e3c57a81c97cd0713
870,S,N,1,1,0,0,0,['CL'],[],HUMAN,M,4,back,0905160202,S_N_M4_CL_R_LL_back_0905160202.jpg,cdc7947fcd98a90a40987059b782e562
871,S,P,2,2,1,1,1,"['WB', 'CK']",['UNKNOWN'],HUMAN,M,2,back,0904095903,S_P_M2_WB_F_S_CK_V_LA_back_0904095903.jpg,823cfbe9100e171a60af98e61bf0e2bc
872,S,N,1,1,0,0,0,['CK'],[],HUMAN,M,4,back,0905153948,S_N_M4_CK_L_RL_back_0905153948.jpg,dad2a3f307e9bf1343ec8707f084af37
873,S,P,2,2,1,1,1,['KK'],['UNKNOWN'],HUMAN,M,6,front,0906151558,S_P_M6_KK_R_W_front_0906151558.jpg,2388699ff9583ab9a82965a96c12184d
874,S,P,2,2,1,1,0,"['SS', 'MD']",['SS'],HUMAN,M,4,front,0905143455,S_P_M4_SS_F_RT_MD_V_N_front_0905143455.jpg,05709367e89b1dba890a10c824a95d04
875,S,N,1,1,0,0,0,"['WB', 'CK']",[],HUMAN,M,5,front,0906091649,S_N_M5_WB_F_LT_CK_V_W_front_0906091649.jpg,f3c57ca1e958d7e1d8892551f7646acb
876,S,P,2,2,1,1,1,['CP'],['UNKNOWN'],HUMAN,F,3,front,0910151145,S_P_F3_CP_R_LL_front_0910151145.jpg,587e4dbd080526fd27fdf0b1b9258cb7
877,S,N,1,1,0,0,0,['CL'],[],HUMAN,M,6,back,0906152655,S_N_M6_CL_L_LL_back_0906152655.jpg,143483ede7377e269bda1e67f357869b
878,S,N,1,1,0,0,0,['SS'],[],HUMAN,M,6,front,0906151750,S_N_M6_SS_L_LA_front_0906151750.jpg,d2cdc8ea15de827117e41d6cd8b1cbf4
879,S,P,2,2,1,1,0,"['WB', 'CK']",['WB'],HUMAN,M,6,front,0906144647,S_P_M6_WB_F_LL_CK_V_LL_front_0906144647.jpg,90140954abe5282c942cfa2f55181754
880,S,N,1,1,0,0,0,['LW'],[],HUMAN,M,2,front,0904130340,S_N_M2_LW_L_LA_front_0904130340.jpg,8506e143fa0438583e5b2be39f7199a6
881,S,P,2,2,1,1,1,['MD'],['CL'],HUMAN,M,2,front,0904112820,S_P_M2_MD_R_RA_front_0904112820.jpg,6cd3c5d2fd418a68ab3d8fbf0fd37bf9
882,T,P,4,1,3,1,0,"['GA', 'KK', 'SS']",[],HUMAN,M,3,back,0905111312,T_P_M3_GA_F_RT_KK_F_LT_SS_F_C_back_0905111312.jpg,9124118aaf24bb56734dfb9e4388107c
883,S,P,2,2,1,1,0,"['GA', 'KK']",['GA'],HUMAN,M,2,front,0904084213,S_P_M2_GA_F_RT_KK_V_W_front_0904084213.jpg,a16828ef6c8c3a6809eb883c560d277a
884,S,P,2,2,1,1,0,"['KC', 'CP']",['KC'],HUMAN,M,5,front,0906092023,S_P_M5_KC_F_RA_CP_V_LA_front_0906092023.jpg,337cfd16a90d882d54fe45bd0d7bd36b
885,T,P,4,4,3,1,1,"['LW', 'CL', 'SS']","['LW', 'UNKNOWN', 'UNKNOWN']",HUMAN,M,6,back,0906154716,T_P_M6_LW_V_LL_CL_V_LA_SS_V_B_back_0906154716.jpg,5d43b4261ad5dbbc7173c14181cf8464
886,T,P,4,4,3,1,1,"['MD', 'CK', 'WB']","['CK', 'CK', 'UNKNOWN']",HUMAN,F,4,back,0910164431,T_P_F4_MD_V_LL_CK_V_RL_WB_V_N_back_0910164431.jpg,e1c0a126f80f6fe98a2216e61b7e00e1
887,S,P,2,2,1,1,0,"['CP', 'KC']",['CP'],HUMAN,M,4,front,0905151444,S_P_M4_CP_F_RT_KC_V_N_front_0905151444.jpg,2e88547570b2ccb275e9303bf12a68d9
888,S,N,1,1,0,0,0,"['CP', 'KC']",[],HUMAN,F,4,front,0910161303,S_N_F4_CP_F_LT_KC_V_N_front_0910161303.jpg,6e03e5e283c93fcdd4a85195afcec528
889,S,N,1,1,0,0,0,['KC'],[],HUMAN,M,3,back,0905105523,S_N_M3_KC_L_RA_back_0905105523.jpg,65fcfd3d271d9b110c439a3bf3c01b55
890,S,P,2,2,1,1,0,"['SS', 'MD']",['SS'],HUMAN,M,5,front,0906084731,S_P_M5_SS_F_W_MD_V_W_front_0906084731.jpg,21dfb0ffa17ca8a5d84e80a67d81de54
891,S,N,1,1,0,0,0,"['CP', 'KC']",[],HUMAN,M,1,front,0903152055,S_N_M1_CP_F_RL_KC_V_W_front_0903152055.jpg,e9e90e1409f7049cfd9a420c02d48f0d
892,S,N,1,1,0,0,0,['WB'],[],HUMAN,M,3,front,0905104629,S_N_M3_WB_R_LL_front_0905104629.jpg,fd1050acb2e2b154565ad8f6fc7e401b
893,S,N,1,1,0,0,0,"['CL', 'LW']",[],HUMAN,M,2,back,0904110007,S_N_M2_CL_F_RT_LW_V_N_back_0904110007.jpg,93f288b142aa1b9f0231c50661a86086
894,S,P,2,1,1,1,0,"['WB', 'CK']",[],HUMAN,M,1,back,0903144514,S_P_M1_WB_F_W_CK_V_RL_back_0903144514.jpg,e72b81793800fb1a96baa7c3baefe2de
895,S,P,2,2,1,1,1,"['MD', 'SS']",['UNKNOWN'],HUMAN,F,4,front,0910155246,S_P_F4_MD_F_RL_SS_V_RL_front_0910155246.jpg,99642d7efd3b88eda66785b502b75ad6
896,S,P,2,1,1,1,0,['CL'],[],HUMAN,F,3,back,0910151248,S_P_F3_CL_L_LL_back_0910151248.jpg,4b1712cb0dc8f2221ecf537b53b50081
897,S,N,1,1,0,0,0,"['CP', 'KC']",[],HUMAN,M,2,back,0904102922,S_N_M2_CP_F_LL_KC_V_RL_back_0904102922.jpg,5bffd44c8f41cab058de2ebb395a12e2
898,S,P,2,1,1,1,0,['KC'],[],HUMAN,F,1,front,0907112026,S_P_F1_KC_L_RL_front_0907112026.jpg,e142d54bdba69fd373ad62092750e4d7
899,D,N,1,1,0,0,0,"['KC', 'CP']",[],HUMAN,M,4,back,0905160843,D_N_M4_KC_V_N_CP_V_LL_back_0905160843.jpg,01a34a7d272f14d1e1b835fe827db1c4
900,S,P,2,2,1,1,1,"['CK', 'WB']",['UNKNOWN'],HUMAN,F,2,front,0907145147,S_P_F2_CK_F_LT_WB_V_N_front_0907145147.jpg,2ad1b5a1595f3c174525450d1f027ee4
901,S,N,1,1,0,0,0,"['GA', 'KK']",[],HUMAN,F,1,back,0907090639,S_N_F1_GA_F_C_KK_V_LT_back_0907090639.jpg,2b40bcd4dac49f1d87881da2110b92a3
902,S,N,1,1,0,0,0,['KK'],[],HUMAN,M,5,back,0906100635,S_N_M5_KK_R_RT_back_0906100635.jpg,3968c92637cc94bbde2de5bf1b598249
903,S,P,2,2,1,1,1,['GA'],['CK'],HUMAN,M,5,front,0906100448,S_P_M5_GA_L_W_front_0906100448.jpg,8933d53b0d8268f7dee88013b66c52dc
904,S,N,1,1,0,0,0,"['WB', 'CK']",[],HUMAN,M,5,back,0906091546,S_N_M5_WB_F_W_CK_V_B_back_0906091546.jpg,ac938148b4c088e4a69359e3fb13b9b4
905,S,P,2,2,1,1,0,"['CP', 'KC']",['KC'],HUMAN,M,5,back,0906092726,S_P_M5_CP_F_LT_KC_V_N_back_0906092726.jpg,21749004316ea68983bbaba6859252dc
906,S,P,2,2,1,1,1,"['SS', 'MD']",['UNKNOWN'],HUMAN,F,2,back,0907144228,S_P_F2_SS_F_LL_MD_V_LL_back_0907144228.jpg,69454691b115bae992556e11db221b51
907,T,N,1,1,0,0,0,"['LW', 'GA', 'SS']",[],HUMAN,M,4,back,0905162217,T_N_M4_LW_F_LL_GA_F_W_SS_F_W_back_0905162217.jpg,b78ba9956d001d0ad05f128368018f01
908,S,P,2,2,1,1,0,"['KK', 'GA']",['KK'],HUMAN,M,6,front,0906141717,S_P_M6_KK_F_S_GA_V_B_front_0906141717.jpg,f36f8b41bd2dd3e9983e3c15aad08cd2
909,S,N,1,1,0,0,0,"['KC', 'CP']",[],HUMAN,M,4,front,0905150934,S_N_M4_KC_F_W_CP_V_W_front_0905150934.jpg,dce9871f675889f493afa49c8b4a4756
910,S,P,2,2,1,1,1,['GA'],['CK'],HUMAN,M,1,back,0903154816,S_P_M1_GA_R_W_back_0903154816.jpg,f9ba7f5c25c5fe95e4ed4def83e87f47
911,S,P,2,1,1,1,0,['SS'],[],HUMAN,M,3,front,0905103750,S_P_M3_SS_L_RL_front_0905103750.jpg,0f6d5cda0df71c78db1ad8e8f86a5d38
912,S,N,1,1,0,0,0,"['CK', 'WB']",[],HUMAN,M,5,back,0906091141,S_N_M5_CK_F_RL_WB_V_N_back_0906091141.jpg,24ccc63a492822b47411f6a6dfb3d732
913,S,N,1,1,0,0,0,"['MD', 'SS']",[],HUMAN,M,1,back,0903132433,S_N_M1_MD_F_LL_SS_V_RL_back_0903132433.jpg,0c9ab3e752ec9b533b8927f79ca6a399
914,S,P,2,2,1,1,1,['LW'],['CL'],HUMAN,M,2,back,0904130324,S_P_M2_LW_L_LA_back_0904130324.jpg,a012abe49137c0b11b9df13dbdc45aff
915,S,P,2,2,1,1,0,"['WB', 'CK']",['CK'],HUMAN,M,4,back,0905145229,S_P_M4_WB_F_RT_CK_V_N_back_0905145229.jpg,ce98f06b6b677f1ea5f658f4182c913a
916,S,N,1,1,0,0,0,"['KC', 'CP']",[],HUMAN,F,3,front,0910104013,S_N_F3_KC_F_RA_CP_V_W_front_0910104013.jpg,61be830952fa669fa9ed58e9de242b05
917,D,P,3,1,2,1,0,"['SS', 'MD']",[],HUMAN,M,5,back,0906103948,D_P_M5_SS_F_C_MD_F_RL_back_0906103948.jpg,25c60d51d13e05baf6655631828f1d56
918,S,P,2,1,1,1,0,"['CP', 'KC']",[],HUMAN,M,1,back,0903151422,S_P_M1_CP_F_W_KC_V_W_back_0903151422.jpg,b2e515d9a2e968d6d7544daf96809e02
919,S,N,1,1,0,0,0,"['SS', 'MD']",[],HUMAN,F,3,back,0910101438,S_N_F3_SS_F_LL_MD_V_RL_back_0910101438.jpg,f6964106d7c8e102ca0ccfa262bc206e
920,S,P,2,2,1,1,1,"['CK', 'WB']",['UNKNOWN'],HUMAN,M,5,front,0906090930,S_P_M5_CK_F_W_WB_V_N_front_0906090930.jpg,8598613823e0b8038162859bc42c503b
921,T,P,4,1,3,1,0,"['KC', 'CP', 'CL']",[],HUMAN,M,4,front,0905162049,T_P_M4_KC_V_RL_CP_V_N_CL_V_LL_front_0905162049.jpg,ef13bdc659d5b38936c8ea26d1b17f7e
922,S,N,1,1,0,0,0,"['CK', 'WB']",[],HUMAN,M,4,back,0905144527,S_N_M4_CK_F_W_WB_V_N_back_0905144527.jpg,dd2c47a9bc45b1dd0c553f95de7383d4
923,S,N,1,1,0,0,0,"['CK', 'WB']",[],HUMAN,F,3,front,0910102756,S_N_F3_CK_F_LT_WB_V_N_front_0910102756.jpg,f36e7e127addfad6dadb5ff4d9413985
924,S,P,2,1,1,1,0,['LW'],[],HUMAN,M,5,front,0906102420,S_P_M5_LW_R_RL_front_0906102420.jpg,45d64b40d3c3a5f444bef01fd1829a05
925,S,P,2,2,1,1,0,"['CL', 'LW']",['CL'],HUMAN,M,1,front,0903152546,S_P_M1_CL_F_RT_LW_V_B_front_0903152546.jpg,415e5d0474480f8b78d126cd2bf0977d
926,S,P,2,1,1,1,0,['KK'],[],HUMAN,M,1,back,0903155010,S_P_M1_KK_L_W_back_0903155010.jpg,90eff301acf9f8886e31838e4c3fbd7f
927,S,N,1,1,0,0,0,['CL'],[],HUMAN,M,5,back,0906102218,S_N_M5_CL_L_LT_back_0906102218.jpg,8b0fd25a71b56de3fabcd316315f5c45
928,D,P,3,1,2,1,0,"['CL', 'LW']",[],HUMAN,F,4,back,0910164229,D_P_F4_CL_F_RL_LW_F_RT_back_0910164229.jpg,c5c39addf3afaed7d6638037dc24aef2
929,S,P,2,2,1,1,0,"['KK', 'GA']",['KK'],HUMAN,M,2,front,0904085154,S_P_M2_KK_F_RT_GA_V_N_front_0904085154.jpg,4c125bb3e91f7fb813b395d6491bbcbc
930,S,N,1,1,0,0,0,"['CK', 'WB']",[],HUMAN,F,3,front,0910102953,S_N_F3_CK_F_LL_WB_V_RL_front_0910102953.jpg,86f18b7855f4ee5e9a681f2da55483e5
931,S,P,2,1,1,1,0,['MD'],[],HUMAN,M,2,back,0904112820,S_P_M2_MD_R_RA_back_0904112820.jpg,72eca85bc70078a9e05dbd4d39a41f3b
932,S,N,1,1,0,0,0,"['GA', 'KK']",[],HUMAN,M,2,back,0904084355,S_N_M2_GA_F_LT_KK_V_N_back_0904084355.jpg,e3ffe3f908df7836080c7f79594e57e3
933,S,N,1,1,0,0,0,"['KC', 'CP']",[],HUMAN,F,2,front,0907150531,S_N_F2_KC_F_RL_CP_V_RL_front_0907150531.jpg,46ea16dd53b49f133d9480e6ab212a1b
934,S,N,1,1,0,0,0,"['WB', 'CK']",[],HUMAN,F,3,back,0910103527,S_N_F3_WB_F_LT_CK_V_N_back_0910103527.jpg,6e8873b62f0fb7a95b97ac4a7f998a60
935,S,P,2,2,1,1,0,"['CK', 'WB']",['CK'],HUMAN,F,1,front,0907093801,S_P_F1_CK_F_RA_WB_V_B_front_0907093801.jpg,ded11e43e7cce44899438caa453ad84e
936,S,N,1,1,0,0,0,"['GA', 'KK']",[],HUMAN,M,6,front,0906140935,S_N_M6_GA_F_LT_KK_V_W_front_0906140935.jpg,16393bcae5aee668f02711f5bccf3df3
937,T,N,1,1,0,0,0,"['GA', 'KK', 'SS']",[],HUMAN,M,4,front,0905161151,T_N_M4_GA_L_W_KK_F_S_SS_F_W_front_0905161151.jpg,13e502ccf62fc5b3d855d9627ffb492e
938,S,P,2,2,1,1,1,['KK'],['UNKNOWN'],HUMAN,M,2,front,0904112157,S_P_M2_KK_R_RL_front_0904112157.jpg,315032b6e200c14ee080b4550f755bab
939,S,P,2,2,1,1,0,"['CK', 'WB']",['CK'],HUMAN,F,4,front,0910155725,S_P_F4_CK_F_RT_WB_V_N_front_0910155725.jpg,8f539ae9a4f60bdbaf18de7a9be1e583
940,S,P,2,1,1,1,0,['CP'],[],HUMAN,F,4,front,0910163435,S_P_F4_CP_L_RL_front_0910163435.jpg,f21740a835fdc4c27481886aad94e7ea
941,S,P,2,2,1,1,1,['KK'],['CL'],HUMAN,F,2,front,0907153655,S_P_F2_KK_L_LT_front_0907153655.jpg,5328c18801b4d99c8b241d8e7a3927d7
942,S,P,2,2,1,1,0,"['KC', 'CP']",['CP'],HUMAN,F,2,back,0907150725,S_P_F2_KC_F_LA_CP_V_N_back_0907150725.jpg,d6d43f90859f4c813da8cad6ef791e35
943,S,P,2,1,1,1,0,['KC'],[],HUMAN,M,2,front,0904125406,S_P_M2_KC_L_LA_front_0904125406.jpg,53b7f4bfe9c9888427b37235c73bf8df
944,S,P,2,2,1,1,0,"['LW', 'CL']",['CL'],HUMAN,M,3,back,0905101249,S_P_M3_LW_F_C_CL_V_B_back_0905101249.jpg,7dfc4a8e175ab22548db9c0a8558f4af
945,S,N,1,1,0,0,0,"['SS', 'MD']",[],HUMAN,F,1,front,0907092553,S_N_F1_SS_F_LL_MD_V_LL_front_0907092553.jpg,6755d45a65708f7e03fb1c3b08a4aa6f
946,D,P,3,3,2,1,0,"['SS', 'MD']","['SS', 'MD']",HUMAN,F,2,front,0907155858,D_P_F2_SS_F_RT_MD_F_LT_front_0907155858.jpg,2262b72ee93fae8fdc082a8e361c046b
947,S,N,1,1,0,0,0,['CK'],[],HUMAN,M,1,back,0903162208,S_N_M1_CK_R_W_back_0903162208.jpg,d0a2ec38accf5f97a60644a8dd3058d5
948,S,P,2,2,1,1,0,"['CL', 'LW']",['CL'],HUMAN,F,3,front,0910105800,S_P_F3_CL_F_RL_LW_V_LL_front_0910105800.jpg,028e7c76ed9f68341e22cd8092b3bbde
949,S,N,1,1,0,0,0,['CL'],[],HUMAN,F,3,front,0910151343,S_N_F3_CL_R_LL_front_0910151343.jpg,0f81e100888fe7b1475a2fc36482f769
