,file_id,item_orientation,location_on_body,class_name,subject_gender,subject_id,front_back,xmin,ymin,xmax,ymax,cx,cy,location_on_body_decoded,class_name_decoded,item_orientation_decoded,area,height,width
706,S_N_M6_MD_F_W_SS_V_W_back_0906143410.jpg,HUMAN,HUMAN,HUMAN,M,6,back,47,81,303,881,175.0,481.0,HUMAN,HUMAN,HUMAN,204800,800,256
707,S_P_M3_CL_F_S_LW_V_W_front_0905100752.jpg,HUMAN,HUMAN,HUMAN,M,3,front,20,1,313,875,166.5,438.0,HUMAN,HUMAN,HUMAN,256082,874,293
708,S_P_M3_CL_F_S_LW_V_W_front_0905100752.jpg,F,S,CL,M,3,front,155,403,182,440,168.5,421.5,Abdomen,Cigarette Lighter,Front,999,37,27
709,S_P_M2_CL_L_LL_back_0904125750.jpg,HUMAN,HUMAN,HUMAN,M,2,back,62,3,319,869,190.5,436.0,HUMAN,HUMAN,HUMAN,222562,866,257
710,S_P_M2_CL_L_LL_back_0904125750.jpg,L,LL,CL,M,2,back,83,731,96,769,89.5,750.0,Left Calf,Cigarette Lighter,Left,494,38,13
711,S_N_F3_KC_F_RL_CP_V_LL_front_0910104305.jpg,HUMAN,HUMAN,HUMAN,F,3,front,15,117,309,875,162.0,496.0,HUMAN,HUMAN,HUMAN,222852,758,294
712,S_P_F2_CP_R_LL_front_0907155022.jpg,HUMAN,HUMAN,HUMAN,F,2,front,16,119,318,874,167.0,496.5,HUMAN,HUMAN,HUMAN,228010,755,302
713,S_P_F2_CP_R_LL_front_0907155022.jpg,R,LL,CP,F,2,front,224,756,265,818,244.5,787.0,Left Calf,Cell Phone,Right,2542,62,41
714,S_N_F2_CP_F_LL_KC_V_LL_back_0907150936.jpg,HUMAN,HUMAN,HUMAN,F,2,back,38,143,328,881,183.0,512.0,HUMAN,HUMAN,HUMAN,214020,738,290
715,S_N_M2_LW_F_W_CL_V_B_front_0904110549.jpg,HUMAN,HUMAN,HUMAN,M,2,front,15,1,283,878,149.0,439.5,HUMAN,HUMAN,HUMAN,235036,877,268
716,S_N_M4_LW_R_LL_front_0905160342.jpg,HUMAN,HUMAN,HUMAN,M,4,front,38,54,321,876,179.5,465.0,HUMAN,HUMAN,HUMAN,232626,822,283
717,T_P_M6_GA_F_RT_KK_F_LT_SS_F_S_front_0906154006.jpg,HUMAN,HUMAN,HUMAN,M,6,front,21,70,315,881,168.0,475.5,HUMAN,HUMAN,HUMAN,238434,811,294
718,T_P_M6_GA_F_RT_KK_F_LT_SS_F_S_front_0906154006.jpg,F,RT,GA,M,6,front,92,520,145,618,118.5,569.0,Right Thai,Gun,Front,5194,98,53
719,T_P_M6_GA_F_RT_KK_F_LT_SS_F_S_front_0906154006.jpg,F,LT,KK,M,6,front,224,465,255,607,239.5,536.0,Left Thai,Kitchen Knife,Front,4402,142,31
720,T_P_M6_GA_F_RT_KK_F_LT_SS_F_S_front_0906154006.jpg,F,S,SS,M,6,front,194,444,224,513,209.0,478.5,Abdomen,Scissors,Front,2070,69,30
721,T_N_M5_GA_F_S_KK_F_LT_SS_F_RL_back_0906104542.jpg,HUMAN,HUMAN,HUMAN,M,5,back,26,70,335,871,180.5,470.5,HUMAN,HUMAN,HUMAN,247509,801,309
722,S_N_F3_SS_R_LL_front_0910111354.jpg,HUMAN,HUMAN,HUMAN,F,3,front,18,111,311,874,164.5,492.5,HUMAN,HUMAN,HUMAN,223559,763,293
723,S_N_F3_CP_L_LL_back_0910151122.jpg,HUMAN,HUMAN,HUMAN,F,3,back,44,159,316,881,180.0,520.0,HUMAN,HUMAN,HUMAN,196384,722,272
724,S_P_F2_KK_R_RT_back_0907153740.jpg,HUMAN,HUMAN,HUMAN,F,2,back,49,134,333,881,191.0,507.5,HUMAN,HUMAN,HUMAN,212148,747,284
725,S_P_F2_WB_F_RL_CK_V_LL_front_0907150007.jpg,HUMAN,HUMAN,HUMAN,F,2,front,10,120,310,881,160.0,500.5,HUMAN,HUMAN,HUMAN,228300,761,300
726,S_P_F2_WB_F_RL_CK_V_LL_front_0907150007.jpg,MISSING,MISSING,LW,F,2,front,75,742,117,786,96.0,764.0,MISSING,Leather Wallet,MISSING,1848,44,42
727,S_N_M6_CK_F_LL_WB_V_LL_back_0906144122.jpg,HUMAN,HUMAN,HUMAN,M,6,back,43,79,310,881,176.5,480.0,HUMAN,HUMAN,HUMAN,214134,802,267
728,S_N_F3_GA_F_RL_KK_V_LL_back_0910095427.jpg,HUMAN,HUMAN,HUMAN,F,3,back,42,161,310,881,176.0,521.0,HUMAN,HUMAN,HUMAN,192960,720,268
729,S_P_F2_SS_L_RL_back_0907153900.jpg,HUMAN,HUMAN,HUMAN,F,2,back,52,137,322,881,187.0,509.0,HUMAN,HUMAN,HUMAN,200880,744,270
730,D_P_M1_SS_F_RA_MD_F_C_back_0903164314.jpg,HUMAN,HUMAN,HUMAN,M,1,back,7,57,332,881,169.5,469.0,HUMAN,HUMAN,HUMAN,267800,824,325
731,S_N_F2_GA_F_RT_KK_V_LL_front_0907143609.jpg,HUMAN,HUMAN,HUMAN,F,2,front,3,127,309,880,156.0,503.5,HUMAN,HUMAN,HUMAN,230418,753,306
732,S_N_F3_KK_F_RT_GA_V_N_back_0910100709.jpg,HUMAN,HUMAN,HUMAN,F,3,back,44,172,325,881,184.5,526.5,HUMAN,HUMAN,HUMAN,199229,709,281
733,S_N_M1_GA_F_RT_KK_V_RL_back_0903125952.jpg,HUMAN,HUMAN,HUMAN,M,1,back,6,58,325,881,165.5,469.5,HUMAN,HUMAN,HUMAN,262537,823,319
734,S_N_M4_SS_F_LL_MD_V_RL_front_0905143555.jpg,HUMAN,HUMAN,HUMAN,M,4,front,41,56,313,880,177.0,468.0,HUMAN,HUMAN,HUMAN,224128,824,272
735,S_P_F4_WB_L_RL_front_0910163154.jpg,HUMAN,HUMAN,HUMAN,F,4,front,64,156,296,881,180.0,518.5,HUMAN,HUMAN,HUMAN,168200,725,232
736,S_P_F4_WB_L_RL_front_0910163154.jpg,MISSING,MISSING,CP,F,4,front,123,710,171,780,147.0,745.0,MISSING,Cell Phone,MISSING,3360,70,48
737,S_N_F3_LW_R_LL_back_0910151536.jpg,HUMAN,HUMAN,HUMAN,F,3,back,52,164,325,881,188.5,522.5,HUMAN,HUMAN,HUMAN,195741,717,273
738,T_P_F4_LW_V_LL_MD_V_RL_SS_V_N_front_0910164711.jpg,HUMAN,HUMAN,HUMAN,F,4,front,57,147,294,881,175.5,514.0,HUMAN,HUMAN,HUMAN,173958,734,237
739,S_N_M5_SS_F_C_MD_V_B_front_0906084649.jpg,HUMAN,HUMAN,HUMAN,M,5,front,18,48,327,879,172.5,463.5,HUMAN,HUMAN,HUMAN,256779,831,309
740,S_P_M5_WB_R_RT_front_0906101549.jpg,HUMAN,HUMAN,HUMAN,M,5,front,9,51,331,881,170.0,466.0,HUMAN,HUMAN,HUMAN,267260,830,322
741,S_P_M5_WB_R_RT_front_0906101549.jpg,MISSING,MISSING,UNKNOWN,M,5,front,65,613,93,664,79.0,638.5,MISSING,UNKNOWN,MISSING,1428,51,28
742,D_P_M4_CK_V_N_WB_V_N_back_0905160716.jpg,HUMAN,HUMAN,HUMAN,M,4,back,35,73,314,881,174.5,477.0,HUMAN,HUMAN,HUMAN,225432,808,279
743,D_P_M4_CK_V_N_WB_V_N_back_0905160716.jpg,V,N,WB,M,4,back,193,514,225,580,209.0,547.0,Hip,Water Bottle,Back,2112,66,32
744,D_N_F2_CL_F_RT_LW_F_LT_front_0907160215.jpg,HUMAN,HUMAN,HUMAN,F,2,front,8,115,313,877,160.5,496.0,HUMAN,HUMAN,HUMAN,232410,762,305
745,S_N_F3_KC_F_RT_CP_V_N_front_0910104105.jpg,HUMAN,HUMAN,HUMAN,F,3,front,20,125,309,866,164.5,495.5,HUMAN,HUMAN,HUMAN,214149,741,289
746,S_P_F1_LW_F_LL_CL_V_RA_back_0907103156.jpg,HUMAN,HUMAN,HUMAN,F,1,back,52,143,319,875,185.5,509.0,HUMAN,HUMAN,HUMAN,195444,732,267
747,S_P_F1_LW_F_LL_CL_V_RA_back_0907103156.jpg,V,RA,CL,F,1,back,305,216,324,258,314.5,237.0,Right Arm,Cigarette Lighter,Back,798,42,19
748,S_P_M4_KC_F_RL_CP_V_LL_back_0905151156.jpg,HUMAN,HUMAN,HUMAN,M,4,back,32,59,303,881,167.5,470.0,HUMAN,HUMAN,HUMAN,222762,822,271
749,S_P_M4_KC_F_RL_CP_V_LL_back_0905151156.jpg,V,LL,CP,M,4,back,82,727,119,806,100.5,766.5,Left Calf,Cell Phone,Back,2923,79,37
750,S_P_M1_KK_F_LT_GA_V_RT_back_0903125558.jpg,HUMAN,HUMAN,HUMAN,M,1,back,19,33,318,880,168.5,456.5,HUMAN,HUMAN,HUMAN,253253,847,299
751,S_P_M1_KK_F_LT_GA_V_RT_back_0903125558.jpg,V,RT,GA,M,1,back,202,611,262,707,232.0,659.0,Right Thai,Gun,Back,5760,96,60
752,S_N_F4_CP_L_RL_back_0910163449.jpg,HUMAN,HUMAN,HUMAN,F,4,back,66,170,277,833,171.5,501.5,HUMAN,HUMAN,HUMAN,139893,663,211
753,T_N_F4_LW_V_LL_MD_V_RL_SS_V_N_front_0910164725.jpg,HUMAN,HUMAN,HUMAN,F,4,front,61,152,293,881,177.0,516.5,HUMAN,HUMAN,HUMAN,169128,729,232
754,S_P_F3_WB_F_RL_CK_V_LL_back_0910103731.jpg,HUMAN,HUMAN,HUMAN,F,3,back,39,152,317,881,178.0,516.5,HUMAN,HUMAN,HUMAN,202662,729,278
755,S_P_F3_WB_F_RL_CK_V_LL_back_0910103731.jpg,MISSING,MISSING,KC,F,3,back,95,761,115,799,105.0,780.0,MISSING,Key Chain,MISSING,760,38,20
756,S_N_F1_WB_F_LA_CK_V_RA_front_0907094720.jpg,HUMAN,HUMAN,HUMAN,F,1,front,31,125,315,865,173.0,495.0,HUMAN,HUMAN,HUMAN,210160,740,284
757,S_N_F2_GA_F_LT_KK_V_RL_front_0907143526.jpg,HUMAN,HUMAN,HUMAN,F,2,front,6,120,314,878,160.0,499.0,HUMAN,HUMAN,HUMAN,233464,758,308
758,S_N_F1_KK_F_LA_GA_V_LL_front_0907091704.jpg,HUMAN,HUMAN,HUMAN,F,1,front,37,126,319,862,178.0,494.0,HUMAN,HUMAN,HUMAN,207552,736,282
759,S_P_F2_CL_F_LA_LW_V_N_front_0907151249.jpg,HUMAN,HUMAN,HUMAN,F,2,front,9,124,310,875,159.5,499.5,HUMAN,HUMAN,HUMAN,226051,751,301
760,S_P_F2_CL_F_LA_LW_V_N_front_0907151249.jpg,F,LA,CL,F,2,front,274,193,311,229,292.5,211.0,Left Arm,Cigarette Lighter,Front,1332,36,37
761,S_P_F1_MD_F_LL_SS_V_LL_front_0907093414.jpg,HUMAN,HUMAN,HUMAN,F,1,front,22,124,307,867,164.5,495.5,HUMAN,HUMAN,HUMAN,211755,743,285
762,S_P_F1_MD_F_LL_SS_V_LL_front_0907093414.jpg,F,LL,MD,F,1,front,239,714,273,822,256.0,768.0,Left Calf,Metal Dagger,Front,3672,108,34
763,S_P_M3_KK_F_RT_GA_V_N_back_0905085817.jpg,HUMAN,HUMAN,HUMAN,M,3,back,43,1,302,881,172.5,441.0,HUMAN,HUMAN,HUMAN,227920,880,259
764,S_P_M3_KK_F_RT_GA_V_N_back_0905085817.jpg,V,N,GA,M,3,back,82,521,150,608,116.0,564.5,Hip,Gun,Back,5916,87,68
765,S_P_F3_SS_R_LL_back_0910111339.jpg,HUMAN,HUMAN,HUMAN,F,3,back,39,139,313,881,176.0,510.0,HUMAN,HUMAN,HUMAN,203308,742,274
766,S_P_F3_SS_R_LL_back_0910111339.jpg,MISSING,MISSING,UNKNOWN,F,3,back,133,717,164,786,148.5,751.5,MISSING,UNKNOWN,MISSING,2139,69,31
767,S_N_M1_WB_R_W_front_0903162438.jpg,HUMAN,HUMAN,HUMAN,M,1,front,20,2,326,872,173.0,437.0,HUMAN,HUMAN,HUMAN,266220,870,306
768,S_N_M5_LW_F_LT_CL_V_N_back_0906095236.jpg,HUMAN,HUMAN,HUMAN,M,5,back,22,76,332,866,177.0,471.0,HUMAN,HUMAN,HUMAN,244900,790,310
769,S_P_M3_CL_F_C_LW_V_B_front_0905100639.jpg,HUMAN,HUMAN,HUMAN,M,3,front,10,1,325,879,167.5,440.0,HUMAN,HUMAN,HUMAN,276570,878,315
770,S_P_M3_CL_F_C_LW_V_B_front_0905100639.jpg,F,C,CL,M,3,front,188,318,219,359,203.5,338.5,Chest,Cigarette Lighter,Front,1271,41,31
771,S_P_F2_CK_F_RL_WB_V_LL_front_0907145233.jpg,HUMAN,HUMAN,HUMAN,F,2,front,16,125,325,876,170.5,500.5,HUMAN,HUMAN,HUMAN,232059,751,309
772,S_P_F2_CK_F_RL_WB_V_LL_front_0907145233.jpg,F,RL,CK,F,2,front,83,742,129,806,106.0,774.0,Right Calf,Ceramic Knife,Front,2944,64,46
773,S_P_F2_WB_F_LT_CK_V_LL_back_0907150139.jpg,HUMAN,HUMAN,HUMAN,F,2,back,34,151,330,881,182.0,516.0,HUMAN,HUMAN,HUMAN,216080,730,296
774,S_P_F2_WB_F_LT_CK_V_LL_back_0907150139.jpg,MISSING,MISSING,MD,F,2,back,63,742,124,812,93.5,777.0,MISSING,Metal Dagger,MISSING,4270,70,61
775,S_N_M2_WB_R_W_front_0904113242.jpg,HUMAN,HUMAN,HUMAN,M,2,front,14,6,284,869,149.0,437.5,HUMAN,HUMAN,HUMAN,233010,863,270
776,S_P_M6_CP_R_W_front_0906152512.jpg,HUMAN,HUMAN,HUMAN,M,6,front,17,52,321,881,169.0,466.5,HUMAN,HUMAN,HUMAN,252016,829,304
777,S_P_M6_CP_R_W_front_0906152512.jpg,MISSING,MISSING,UNKNOWN,M,6,front,98,459,117,518,107.5,488.5,MISSING,UNKNOWN,MISSING,1121,59,19
778,S_P_M2_CL_F_RT_LW_V_N_front_0904105947.jpg,HUMAN,HUMAN,HUMAN,M,2,front,22,3,298,872,160.0,437.5,HUMAN,HUMAN,HUMAN,239844,869,276
779,S_P_M2_CL_F_RT_LW_V_N_front_0904105947.jpg,F,RT,CL,M,2,front,94,574,135,595,114.5,584.5,Right Thai,Cigarette Lighter,Front,861,21,41
780,S_N_M3_CK_R_W_back_0905104326.jpg,HUMAN,HUMAN,HUMAN,M,3,back,34,17,312,881,173.0,449.0,HUMAN,HUMAN,HUMAN,240192,864,278
781,S_N_F1_WB_L_W_back_0907111845.jpg,HUMAN,HUMAN,HUMAN,F,1,back,46,137,309,877,177.5,507.0,HUMAN,HUMAN,HUMAN,194620,740,263
782,S_N_M5_LW_F_RT_CL_V_N_back_0906095405.jpg,HUMAN,HUMAN,HUMAN,M,5,back,12,73,327,871,169.5,472.0,HUMAN,HUMAN,HUMAN,251370,798,315
783,S_P_M2_KC_F_LT_CP_V_N_front_0904101949.jpg,HUMAN,HUMAN,HUMAN,M,2,front,28,1,274,866,151.0,433.5,HUMAN,HUMAN,HUMAN,212790,865,246
784,S_P_M2_KC_F_LT_CP_V_N_front_0904101949.jpg,MISSING,MISSING,CL,M,2,front,193,586,234,611,213.5,598.5,MISSING,Cigarette Lighter,MISSING,1025,25,41
785,S_P_M5_LW_L_LT_back_0906102333.jpg,HUMAN,HUMAN,HUMAN,M,5,back,21,71,330,873,175.5,472.0,HUMAN,HUMAN,HUMAN,247818,802,309
786,S_P_M5_LW_L_LT_back_0906102333.jpg,MISSING,MISSING,UNKNOWN,M,5,back,77,649,103,700,90.0,674.5,MISSING,UNKNOWN,MISSING,1326,51,26
787,S_P_M3_CK_L_RL_front_0905104420.jpg,HUMAN,HUMAN,HUMAN,M,3,front,19,5,321,881,170.0,443.0,HUMAN,HUMAN,HUMAN,264552,876,302
788,S_N_M3_WB_F_LT_CK_V_N_back_0905092744.jpg,HUMAN,HUMAN,HUMAN,M,3,back,29,16,316,881,172.5,448.5,HUMAN,HUMAN,HUMAN,248255,865,287
789,S_N_M2_CP_F_LT_KC_V_N_back_0904102823.jpg,HUMAN,HUMAN,HUMAN,M,2,back,83,3,317,881,200.0,442.0,HUMAN,HUMAN,HUMAN,205452,878,234
790,D_P_F2_GA_F_C_KK_F_S_front_0907155750.jpg,HUMAN,HUMAN,HUMAN,F,2,front,12,128,318,881,165.0,504.5,HUMAN,HUMAN,HUMAN,230418,753,306
791,D_P_F2_GA_F_C_KK_F_S_front_0907155750.jpg,F,C,GA,F,2,front,129,344,183,433,156.0,388.5,Chest,Gun,Front,4806,89,54
792,D_P_F2_GA_F_C_KK_F_S_front_0907155750.jpg,F,S,KK,F,2,front,129,428,211,555,170.0,491.5,Abdomen,Kitchen Knife,Front,10414,127,82
793,S_P_F1_GA_F_C_KK_V_B_back_0907085752.jpg,HUMAN,HUMAN,HUMAN,F,1,back,44,139,314,881,179.0,510.0,HUMAN,HUMAN,HUMAN,200340,742,270
794,S_P_F1_GA_F_C_KK_V_B_back_0907085752.jpg,V,B,KK,F,1,back,152,374,209,515,180.5,444.5,Back,Kitchen Knife,Back,8037,141,57
795,S_N_M4_CP_F_LT_KC_V_N_back_0905151549.jpg,HUMAN,HUMAN,HUMAN,M,4,back,36,70,304,881,170.0,475.5,HUMAN,HUMAN,HUMAN,217348,811,268
796,S_P_F3_KK_F_S_GA_V_B_back_0910095539.jpg,HUMAN,HUMAN,HUMAN,F,3,back,48,174,301,881,174.5,527.5,HUMAN,HUMAN,HUMAN,178871,707,253
797,S_P_F3_KK_F_S_GA_V_B_back_0910095539.jpg,V,B,GA,F,3,back,147,466,212,551,179.5,508.5,Back,Gun,Back,5525,85,65
798,S_N_M5_KC_F_S_CP_V_RL_back_0906092444.jpg,HUMAN,HUMAN,HUMAN,M,5,back,17,68,327,881,172.0,474.5,HUMAN,HUMAN,HUMAN,252030,813,310
799,S_N_F2_CL_L_LL_front_0907155144.jpg,HUMAN,HUMAN,HUMAN,F,2,front,21,115,307,881,164.0,498.0,HUMAN,HUMAN,HUMAN,219076,766,286
800,S_N_F4_CK_F_S_WB_V_W_front_0910155554.jpg,HUMAN,HUMAN,HUMAN,F,4,front,71,141,277,880,174.0,510.5,HUMAN,HUMAN,HUMAN,152234,739,206
801,S_N_M4_GA_F_RL_KK_V_LL_front_0905141459.jpg,HUMAN,HUMAN,HUMAN,M,4,front,20,48,305,881,162.5,464.5,HUMAN,HUMAN,HUMAN,237405,833,285
802,S_P_M4_SS_F_RA_MD_V_LA_back_0905142650.jpg,HUMAN,HUMAN,HUMAN,M,4,back,40,47,321,881,180.5,464.0,HUMAN,HUMAN,HUMAN,234354,834,281
803,S_P_M4_SS_F_RA_MD_V_LA_back_0905142650.jpg,MISSING,MISSING,UNKNOWN,M,4,back,24,115,83,201,53.5,158.0,MISSING,UNKNOWN,MISSING,5074,86,59
804,S_P_F4_CL_L_LL_back_0910163540.jpg,HUMAN,HUMAN,HUMAN,F,4,back,59,160,264,881,161.5,520.5,HUMAN,HUMAN,HUMAN,147805,721,205
805,S_P_F4_CL_L_LL_back_0910163540.jpg,L,LL,CL,F,4,back,63,763,84,805,73.5,784.0,Left Calf,Cigarette Lighter,Left,882,42,21
806,T_P_F2_KC_F_RL_CP_F_LT_CL_F_LL_front_0907160623.jpg,HUMAN,HUMAN,HUMAN,F,2,front,19,126,319,876,169.0,501.0,HUMAN,HUMAN,HUMAN,225000,750,300
807,T_P_F2_KC_F_RL_CP_F_LT_CL_F_LL_front_0907160623.jpg,F,LT,CP,F,2,front,203,508,246,578,224.5,543.0,Left Thai,Cell Phone,Front,3010,70,43
808,T_P_F2_KC_F_RL_CP_F_LT_CL_F_LL_front_0907160623.jpg,F,LL,CL,F,2,front,77,775,109,815,93.0,795.0,Left Calf,Cigarette Lighter,Front,1280,40,32
809,T_P_F2_KC_F_RL_CP_F_LT_CL_F_LL_front_0907160623.jpg,F,LL,CL,F,2,front,227,767,269,792,248.0,779.5,Left Calf,Cigarette Lighter,Front,1050,25,42
810,S_N_F2_CP_F_RL_KC_V_RL_back_0907151011.jpg,HUMAN,HUMAN,HUMAN,F,2,back,36,139,328,881,182.0,510.0,HUMAN,HUMAN,HUMAN,216664,742,292
811,S_P_F4_SS_F_LT_MD_V_W_front_0910154528.jpg,HUMAN,HUMAN,HUMAN,F,4,front,69,128,283,881,176.0,504.5,HUMAN,HUMAN,HUMAN,161142,753,214
812,S_P_F4_SS_F_LT_MD_V_W_front_0910154528.jpg,F,LT,SS,F,4,front,221,550,255,631,238.0,590.5,Left Thai,Scissors,Front,2754,81,34
813,S_P_M1_WB_F_LT_CK_V_RA_front_0903143826.jpg,HUMAN,HUMAN,HUMAN,M,1,front,8,1,330,881,169.0,441.0,HUMAN,HUMAN,HUMAN,283360,880,322
814,S_P_M1_WB_F_LT_CK_V_RA_front_0903143826.jpg,F,LT,WB,M,1,front,210,555,251,621,230.5,588.0,Left Thai,Water Bottle,Front,2706,66,41
815,T_P_F2_MD_F_LT_CK_F_RT_WB_F_S_front_0907160438.jpg,HUMAN,HUMAN,HUMAN,F,2,front,21,124,310,875,165.5,499.5,HUMAN,HUMAN,HUMAN,217039,751,289
816,T_P_F2_MD_F_LT_CK_F_RT_WB_F_S_front_0907160438.jpg,MISSING,MISSING,SS,F,2,front,189,500,253,584,221.0,542.0,MISSING,Scissors,MISSING,5376,84,64
817,T_P_F2_MD_F_LT_CK_F_RT_WB_F_S_front_0907160438.jpg,MISSING,MISSING,LW,F,2,front,152,429,194,483,173.0,456.0,MISSING,Leather Wallet,MISSING,2268,54,42
818,T_P_F2_MD_F_LT_CK_F_RT_WB_F_S_front_0907160438.jpg,MISSING,MISSING,UNKNOWN,F,2,front,104,538,161,596,132.5,567.0,MISSING,UNKNOWN,MISSING,3306,58,57
819,S_N_F3_CP_R_LL_back_0910151159.jpg,HUMAN,HUMAN,HUMAN,F,3,back,34,167,311,881,172.5,524.0,HUMAN,HUMAN,HUMAN,197778,714,277
820,S_P_M2_KK_L_W_front_0904112107.jpg,HUMAN,HUMAN,HUMAN,M,2,front,7,1,301,877,154.0,439.0,HUMAN,HUMAN,HUMAN,257544,876,294
821,S_P_M2_KK_L_W_front_0904112107.jpg,MISSING,MISSING,UNKNOWN,M,2,front,199,394,248,517,223.5,455.5,MISSING,UNKNOWN,MISSING,6027,123,49
822,T_P_M1_LW_F_RT_MD_F_S_WB_F_LT_back_0903165454.jpg,HUMAN,HUMAN,HUMAN,M,1,back,16,34,322,881,169.0,457.5,HUMAN,HUMAN,HUMAN,259182,847,306
823,S_N_M1_KC_F_C_CP_V_W_back_0903150942.jpg,HUMAN,HUMAN,HUMAN,M,1,back,16,62,334,881,175.0,471.5,HUMAN,HUMAN,HUMAN,260442,819,318
824,S_P_M3_KK_F_LT_GA_V_N_front_0905085907.jpg,HUMAN,HUMAN,HUMAN,M,3,front,31,1,310,869,170.5,435.0,HUMAN,HUMAN,HUMAN,242172,868,279
825,S_P_M3_KK_F_LT_GA_V_N_front_0905085907.jpg,F,LT,KK,M,3,front,204,486,245,626,224.5,556.0,Left Thai,Kitchen Knife,Front,5740,140,41
826,S_N_M1_CK_F_C_WB_V_N_back_0903142911.jpg,HUMAN,HUMAN,HUMAN,M,1,back,17,67,330,881,173.5,474.0,HUMAN,HUMAN,HUMAN,254782,814,313
827,S_N_M5_CK_F_S_WB_V_W_back_0906090836.jpg,HUMAN,HUMAN,HUMAN,M,5,back,13,75,326,873,169.5,474.0,HUMAN,HUMAN,HUMAN,249774,798,313
828,S_N_M4_WB_F_RL_CK_V_LL_front_0905145436.jpg,HUMAN,HUMAN,HUMAN,M,4,front,46,59,322,878,184.0,468.5,HUMAN,HUMAN,HUMAN,226044,819,276
829,S_N_F2_MD_F_RL_SS_V_RL_front_0907145006.jpg,HUMAN,HUMAN,HUMAN,F,2,front,4,122,310,881,157.0,501.5,HUMAN,HUMAN,HUMAN,232254,759,306
830,S_N_M5_GA_F_S_KK_V_B_back_0906082950.jpg,HUMAN,HUMAN,HUMAN,M,5,back,12,63,334,871,173.0,467.0,HUMAN,HUMAN,HUMAN,260176,808,322
831,S_N_M4_KK_L_W_back_0905153315.jpg,HUMAN,HUMAN,HUMAN,M,4,back,40,73,309,881,174.5,477.0,HUMAN,HUMAN,HUMAN,217352,808,269
832,S_N_F3_WB_F_RL_CK_V_LL_back_0910103745.jpg,HUMAN,HUMAN,HUMAN,F,3,back,42,123,323,864,182.5,493.5,HUMAN,HUMAN,HUMAN,208221,741,281
833,T_P_M3_LW_V_N_GA_V_N_SS_V_B_back_0905112601.jpg,HUMAN,HUMAN,HUMAN,M,3,back,17,58,326,880,171.5,469.0,HUMAN,HUMAN,HUMAN,253998,822,309
834,T_P_M3_LW_V_N_GA_V_N_SS_V_B_back_0905112601.jpg,V,N,GA,M,3,back,107,518,155,619,131.0,568.5,Hip,Gun,Back,4848,101,48
835,T_P_M3_LW_V_N_GA_V_N_SS_V_B_back_0905112601.jpg,V,B,SS,M,3,back,165,354,201,436,183.0,395.0,Back,Scissors,Back,2952,82,36
836,T_P_M3_LW_V_N_GA_V_N_SS_V_B_back_0905112601.jpg,V,N,LW,M,3,back,189,502,255,567,222.0,534.5,Hip,Leather Wallet,Back,4290,65,66
837,S_N_F1_KK_F_W_GA_V_B_back_0907091357.jpg,HUMAN,HUMAN,HUMAN,F,1,back,51,144,315,876,183.0,510.0,HUMAN,HUMAN,HUMAN,193248,732,264
838,T_P_F3_MD_F_LL_CK_F_RL_WB_F_LT_back_0910152356.jpg,HUMAN,HUMAN,HUMAN,F,3,back,41,151,310,881,175.5,516.0,HUMAN,HUMAN,HUMAN,196370,730,269
839,S_N_M6_MD_F_LT_SS_V_N_back_0906143323.jpg,HUMAN,HUMAN,HUMAN,M,6,back,49,87,306,881,177.5,484.0,HUMAN,HUMAN,HUMAN,204058,794,257
840,S_P_M4_WB_F_RL_CK_V_LL_back_0905145418.jpg,HUMAN,HUMAN,HUMAN,M,4,back,30,62,301,881,165.5,471.5,HUMAN,HUMAN,HUMAN,221949,819,271
841,S_P_M4_WB_F_RL_CK_V_LL_back_0905145418.jpg,MISSING,MISSING,UNKNOWN,M,4,back,68,732,95,820,81.5,776.0,MISSING,UNKNOWN,MISSING,2376,88,27
842,S_P_F4_KC_F_RT_CP_V_N_back_0910160539.jpg,HUMAN,HUMAN,HUMAN,F,4,back,69,150,273,872,171.0,511.0,HUMAN,HUMAN,HUMAN,147288,722,204
843,S_P_F4_KC_F_RT_CP_V_N_back_0910160539.jpg,V,N,CP,F,4,back,194,569,229,637,211.5,603.0,Hip,Cell Phone,Back,2380,68,35
844,S_P_M3_LW_F_RL_CL_V_RL_back_0905102041.jpg,HUMAN,HUMAN,HUMAN,M,3,back,55,20,301,881,178.0,450.5,HUMAN,HUMAN,HUMAN,211806,861,246
845,S_P_M3_LW_F_RL_CL_V_RL_back_0905102041.jpg,V,RL,CL,M,3,back,242,779,257,821,249.5,800.0,Right Calf,Cigarette Lighter,Back,630,42,15
846,S_N_M2_WB_F_W_CK_V_W_front_0904100052.jpg,HUMAN,HUMAN,HUMAN,M,2,front,9,12,288,862,148.5,437.0,HUMAN,HUMAN,HUMAN,237150,850,279
847,S_N_M2_CL_F_RA_LW_V_LA_back_0904104617.jpg,HUMAN,HUMAN,HUMAN,M,2,back,46,1,311,881,178.5,441.0,HUMAN,HUMAN,HUMAN,233200,880,265
848,S_N_M4_KK_F_LL_GA_V_RL_front_0905142404.jpg,HUMAN,HUMAN,HUMAN,M,4,front,18,37,302,876,160.0,456.5,HUMAN,HUMAN,HUMAN,238276,839,284
849,S_N_M6_SS_F_LL_MD_V_LL_back_0906142902.jpg,HUMAN,HUMAN,HUMAN,M,6,back,42,80,300,881,171.0,480.5,HUMAN,HUMAN,HUMAN,206658,801,258
