char1,char2,filename_bbox_count,xml_content_bbox_count,gross_count,presence,mismatch,keys_filename,key_xml_content,human_key,subject_gender,subject_id,front_back,time,file,file_id
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,"['CL', 'LW']",[],HUMAN,F,3,back,910105416,S_N_F3_CL_F_RT_LW_V_N_back_0910105416.jpg,4ae3b16b1007c84907a4db9022f3ffca
S,N,1,1,0,0,0,['GA'],[],HUMAN,M,1,back,903154831,S_N_M1_GA_R_W_back_0903154831.jpg,c5e78813a69fa390cd923688c0eb8394
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,['CK'],[],HUMAN,M,3,front,905104435,S_N_M3_CK_L_RL_front_0905104435.jpg,4dbc99a063f5a7cc075be882bd3559e1
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,['CP'],[],HUMAN,F,3,front,910151122,S_N_F3_CP_L_LL_front_0910151122.jpg,42dced59c7f5fdd751d655ff830608ed
,,,,,,,,,,,,,,,
S,P,2,1,1,1,0,"['CL', 'LW']",[],HUMAN,F,1,front,907102015,S_P_F1_CL_F_LL_LW_V_LT_front_0907102015.jpg,461c64dcec757415ac1c009b6e28c870
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
T,P,4,1,3,1,0,"['GA', 'KK', 'SS']",[],HUMAN,F,3,front,910152156,T_P_F3_GA_V_N_KK_V_N_SS_V_LL_front_0910152156.jpg,68821908bdfda9dad1dfc0fcbe1e637a
,,,,,,,,,,,,,,,
S,P,2,1,1,1,0,['MD'],[],HUMAN,F,2,back,907154311,S_P_F2_MD_R_RL_back_0907154311.jpg,7315e05bef01591b06691332e477f704
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
S,P,2,1,1,1,0,['GA'],[],HUMAN,F,3,back,910111004,S_P_F3_GA_R_W_back_0910111004.jpg,2fbd3b551f571246895e5105f48cb6c2
,,,,,,,,,,,,,,,
T,N,1,1,0,0,0,"['MD', 'CK', 'WB']",[],HUMAN,F,2,back,907160457,T_N_F2_MD_F_LT_CK_F_RT_WB_F_S_back_0907160457.jpg,dcbcca5311f6ebdc155b1406e7d46b7d
S,N,1,1,0,0,0,"['KC', 'CP']",[],HUMAN,M,2,back,904101708,S_N_M2_KC_F_W_CP_V_W_back_0904101708.jpg,16b5d6faf5a7ace01cdfc45b7590eab5
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
S,P,2,2,1,1,1,"['CK', 'WB']",['UNKNOWN'],HUMAN,M,1,back,903144753,S_P_M1_CK_F_W_WB_V_LT_back_0903144753.jpg,80f68ae85d376abea5512fbd7727c9e1
,,,,,,,,,,,,,,,
S,P,2,2,1,1,1,['WB'],['UNKNOWN'],HUMAN,M,1,front,903162421,S_P_M1_WB_R_W_front_0903162421.jpg,40dc8679557e54c1c5884c429a6c7c56
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
S,P,2,1,1,1,0,['CL'],[],HUMAN,F,2,back,907155206,S_P_F2_CL_R_RL_back_0907155206.jpg,2a2e228ece22affa159a6ecb4f825b5d
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
D,P,3,1,2,1,0,"['SS', 'MD']",[],HUMAN,M,3,back,905110643,D_P_M3_SS_F_C_MD_F_S_back_0905110643.jpg,bed836ad6c98cb0cdbb4a7648922672d
S,N,1,1,0,0,0,"['GA', 'KK']",[],HUMAN,M,2,back,904083816,S_N_M2_GA_F_C_KK_V_B_back_0904083816.jpg,8b8ba707013a2819f68325d830c71227
,,,,,,,,,,,,,,,
T,N,1,1,0,0,0,"['LW', 'SS', 'CP']",[],HUMAN,F,3,front,910152648,T_N_F3_LW_V_LL_SS_V_RL_CP_V_N_front_0910152648.jpg,a73a212420a590d9381926921fc52097
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,"['CP', 'KC']",[],HUMAN,M,1,back,903150722,S_N_M1_CP_F_LT_KC_V_LA_back_0903150722.jpg,3487b392551cbed3e47c8f2fe2ca8f64
S,N,1,1,0,0,0,"['KC', 'CP']",[],HUMAN,F,1,front,907095246,S_N_F1_KC_F_LA_CP_V_LA_front_0907095246.jpg,4333aae9fa4b84641b8540643fd5b8d9
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,"['LW', 'CL']",[],HUMAN,F,2,front,907152338,S_N_F2_LW_F_LL_CL_V_LL_front_0907152338.jpg,2050b23b26f9ab39cf3ca7e68bb2d013
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,"['WB', 'CK']",[],HUMAN,F,3,front,910103645,S_N_F3_WB_F_RT_CK_V_N_front_0910103645.jpg,99a2c1c69572307bd6c63ea11649eda7
S,N,1,1,0,0,0,"['CK', 'WB']",[],HUMAN,M,3,back,905091843,S_N_M3_CK_F_W_WB_V_W_back_0905091843.jpg,a88e6c17320201dc43bf6196427f0b93
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,['WB'],[],HUMAN,M,1,back,903162719,S_N_M1_WB_R_RT_back_0903162719.jpg,cd5781ed90f4aa2c5efa940ccba4ccf7
S,P,2,2,1,1,1,['GA'],['UNKNOWN'],HUMAN,M,3,front,905103112,S_P_M3_GA_L_LL_front_0905103112.jpg,d6ab1014c49d10a04eee953332007d31
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,"['SS', 'MD']",[],HUMAN,M,3,back,905090929,S_N_M3_SS_F_LL_MD_V_RL_back_0905090929.jpg,3eb19a191e0a2bbdbef5166c4dbe0785
S,N,1,1,0,0,0,['KC'],[],HUMAN,M,2,back,904125421,S_N_M2_KC_L_LA_back_0904125421.jpg,660373fd27a747e180a04e98c6c349c6
S,N,1,1,0,0,0,['CP'],[],HUMAN,M,3,back,905105723,S_N_M3_CP_R_LA_back_0905105723.jpg,e714a45bed0b7a5e3c57a81c97cd0713
,,,,,,,,,,,,,,,
S,P,2,2,1,1,1,"['WB', 'CK']",['UNKNOWN'],HUMAN,M,2,back,904095903,S_P_M2_WB_F_S_CK_V_LA_back_0904095903.jpg,823cfbe9100e171a60af98e61bf0e2bc
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
S,P,2,2,1,1,1,['CP'],['UNKNOWN'],HUMAN,F,3,front,910151145,S_P_F3_CP_R_LL_front_0910151145.jpg,587e4dbd080526fd27fdf0b1b9258cb7
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,['LW'],[],HUMAN,M,2,front,904130340,S_N_M2_LW_L_LA_front_0904130340.jpg,8506e143fa0438583e5b2be39f7199a6
,,,,,,,,,,,,,,,
T,P,4,1,3,1,0,"['GA', 'KK', 'SS']",[],HUMAN,M,3,back,905111312,T_P_M3_GA_F_RT_KK_F_LT_SS_F_C_back_0905111312.jpg,9124118aaf24bb56734dfb9e4388107c
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,['KC'],[],HUMAN,M,3,back,905105523,S_N_M3_KC_L_RA_back_0905105523.jpg,65fcfd3d271d9b110c439a3bf3c01b55
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,"['CP', 'KC']",[],HUMAN,M,1,front,903152055,S_N_M1_CP_F_RL_KC_V_W_front_0903152055.jpg,e9e90e1409f7049cfd9a420c02d48f0d
S,N,1,1,0,0,0,['WB'],[],HUMAN,M,3,front,905104629,S_N_M3_WB_R_LL_front_0905104629.jpg,fd1050acb2e2b154565ad8f6fc7e401b
S,N,1,1,0,0,0,"['CL', 'LW']",[],HUMAN,M,2,back,904110007,S_N_M2_CL_F_RT_LW_V_N_back_0904110007.jpg,93f288b142aa1b9f0231c50661a86086
S,P,2,1,1,1,0,"['WB', 'CK']",[],HUMAN,M,1,back,903144514,S_P_M1_WB_F_W_CK_V_RL_back_0903144514.jpg,e72b81793800fb1a96baa7c3baefe2de
,,,,,,,,,,,,,,,
S,P,2,1,1,1,0,['CL'],[],HUMAN,F,3,back,910151248,S_P_F3_CL_L_LL_back_0910151248.jpg,4b1712cb0dc8f2221ecf537b53b50081
S,N,1,1,0,0,0,"['CP', 'KC']",[],HUMAN,M,2,back,904102922,S_N_M2_CP_F_LL_KC_V_RL_back_0904102922.jpg,5bffd44c8f41cab058de2ebb395a12e2
S,P,2,1,1,1,0,['KC'],[],HUMAN,F,1,front,907112026,S_P_F1_KC_L_RL_front_0907112026.jpg,e142d54bdba69fd373ad62092750e4d7
,,,,,,,,,,,,,,,
S,P,2,2,1,1,1,"['CK', 'WB']",['UNKNOWN'],HUMAN,F,2,front,907145147,S_P_F2_CK_F_LT_WB_V_N_front_0907145147.jpg,2ad1b5a1595f3c174525450d1f027ee4
S,N,1,1,0,0,0,"['GA', 'KK']",[],HUMAN,F,1,back,907090639,S_N_F1_GA_F_C_KK_V_LT_back_0907090639.jpg,2b40bcd4dac49f1d87881da2110b92a3
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
S,P,2,2,1,1,1,"['SS', 'MD']",['UNKNOWN'],HUMAN,F,2,back,907144228,S_P_F2_SS_F_LL_MD_V_LL_back_0907144228.jpg,69454691b115bae992556e11db221b51
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
S,P,2,1,1,1,0,['SS'],[],HUMAN,M,3,front,905103750,S_P_M3_SS_L_RL_front_0905103750.jpg,0f6d5cda0df71c78db1ad8e8f86a5d38
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,"['MD', 'SS']",[],HUMAN,M,1,back,903132433,S_N_M1_MD_F_LL_SS_V_RL_back_0903132433.jpg,0c9ab3e752ec9b533b8927f79ca6a399
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,"['KC', 'CP']",[],HUMAN,F,3,front,910104013,S_N_F3_KC_F_RA_CP_V_W_front_0910104013.jpg,61be830952fa669fa9ed58e9de242b05
,,,,,,,,,,,,,,,
S,P,2,1,1,1,0,"['CP', 'KC']",[],HUMAN,M,1,back,903151422,S_P_M1_CP_F_W_KC_V_W_back_0903151422.jpg,b2e515d9a2e968d6d7544daf96809e02
S,N,1,1,0,0,0,"['SS', 'MD']",[],HUMAN,F,3,back,910101438,S_N_F3_SS_F_LL_MD_V_RL_back_0910101438.jpg,f6964106d7c8e102ca0ccfa262bc206e
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,"['CK', 'WB']",[],HUMAN,F,3,front,910102756,S_N_F3_CK_F_LT_WB_V_N_front_0910102756.jpg,f36e7e127addfad6dadb5ff4d9413985
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
S,P,2,1,1,1,0,['KK'],[],HUMAN,M,1,back,903155010,S_P_M1_KK_L_W_back_0903155010.jpg,90eff301acf9f8886e31838e4c3fbd7f
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,"['CK', 'WB']",[],HUMAN,F,3,front,910102953,S_N_F3_CK_F_LL_WB_V_RL_front_0910102953.jpg,86f18b7855f4ee5e9a681f2da55483e5
S,P,2,1,1,1,0,['MD'],[],HUMAN,M,2,back,904112820,S_P_M2_MD_R_RA_back_0904112820.jpg,72eca85bc70078a9e05dbd4d39a41f3b
S,N,1,1,0,0,0,"['GA', 'KK']",[],HUMAN,M,2,back,904084355,S_N_M2_GA_F_LT_KK_V_N_back_0904084355.jpg,e3ffe3f908df7836080c7f79594e57e3
S,N,1,1,0,0,0,"['KC', 'CP']",[],HUMAN,F,2,front,907150531,S_N_F2_KC_F_RL_CP_V_RL_front_0907150531.jpg,46ea16dd53b49f133d9480e6ab212a1b
S,N,1,1,0,0,0,"['WB', 'CK']",[],HUMAN,F,3,back,910103527,S_N_F3_WB_F_LT_CK_V_N_back_0910103527.jpg,6e8873b62f0fb7a95b97ac4a7f998a60
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
S,P,2,2,1,1,1,['KK'],['UNKNOWN'],HUMAN,M,2,front,904112157,S_P_M2_KK_R_RL_front_0904112157.jpg,315032b6e200c14ee080b4550f755bab
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
S,P,2,1,1,1,0,['KC'],[],HUMAN,M,2,front,904125406,S_P_M2_KC_L_LA_front_0904125406.jpg,53b7f4bfe9c9888427b37235c73bf8df
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,"['SS', 'MD']",[],HUMAN,F,1,front,907092553,S_N_F1_SS_F_LL_MD_V_LL_front_0907092553.jpg,6755d45a65708f7e03fb1c3b08a4aa6f
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,['CK'],[],HUMAN,M,1,back,903162208,S_N_M1_CK_R_W_back_0903162208.jpg,d0a2ec38accf5f97a60644a8dd3058d5
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,['CL'],[],HUMAN,F,3,front,910151343,S_N_F3_CL_R_LL_front_0910151343.jpg,0f81e100888fe7b1475a2fc36482f769
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,['LW'],[],HUMAN,M,3,back,905110205,S_N_M3_LW_L_LL_back_0905110205.jpg,7d3264f9b97c1fc1788f29623995f880
S,N,1,1,0,0,0,"['CP', 'KC']",[],HUMAN,M,1,front,903151922,S_N_M1_CP_F_LA_KC_V_RL_front_0903151922.jpg,7fe3ece54f7ff4916249f1d9f9a5280a
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
S,P,2,2,1,1,1,"['GA', 'KK']",['UNKNOWN'],HUMAN,F,1,back,907090753,S_P_F1_GA_F_W_KK_V_RT_back_0907090753.jpg,e65e4486516b4da7a0298e24985567f7
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
S,P,2,2,1,1,1,"['CK', 'WB']",['UNKNOWN'],HUMAN,M,1,back,903142855,S_P_M1_CK_F_C_WB_V_N_back_0903142855.jpg,866ad28215991ee736d8f0d61396b5d1
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
D,N,1,1,0,0,0,"['KC', 'CP']",[],HUMAN,M,2,front,904130910,D_N_M2_KC_F_LL_CP_F_W_front_0904130910.jpg,d92e8fefa4bfd7c245b5ef3b4d81332d
S,N,1,1,0,0,0,"['CL', 'LW']",[],HUMAN,M,1,front,903154032,S_N_M1_CL_F_LT_LW_V_RA_front_0903154032.jpg,e93b2e3d238614df61fa6d9f65e5754d
S,N,1,1,0,0,0,"['CP', 'KC']",[],HUMAN,F,2,back,907150902,S_N_F2_CP_F_LT_KC_V_N_back_0907150902.jpg,2c4f0ea603159d145c5a1b24097c3b77
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,['CK'],[],HUMAN,M,2,back,904112941,S_N_M2_CK_L_LL_back_0904112941.jpg,ada196d52bac29c7ad1d437d78151054
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
D,N,1,1,0,0,0,"['CL', 'LW']",[],HUMAN,F,3,back,910152058,D_N_F3_CL_V_RL_LW_V_LL_back_0910152058.jpg,53799379eeae6003fe90002f4b16b2fd
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,"['GA', 'KK']",[],HUMAN,F,2,back,907143339,S_N_F2_GA_F_LL_KK_V_N_back_0907143339.jpg,cca8649df1556fef18c49b49c3028679
S,N,1,1,0,0,0,"['KC', 'CP']",[],HUMAN,M,3,front,905094954,S_N_M3_KC_F_RT_CP_V_N_front_0905094954.jpg,dff23e7df7f7e30da1a093b44c1cc39a
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,['CL'],[],HUMAN,M,1,front,903163334,S_N_M1_CL_R_RA_front_0903163334.jpg,a035e173abd82eb66a5bd771ef94f1d5
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,['CK'],[],HUMAN,F,1,back,907111756,S_N_F1_CK_L_RL_back_0907111756.jpg,a7411707f4ccec15f66bc564c1b9f93b
S,N,1,1,0,0,0,['GA'],[],HUMAN,F,3,back,910111110,S_N_F3_GA_R_RL_back_0910111110.jpg,95773fa0aa65c5c4756f9ff967550609
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
D,N,1,1,0,0,0,"['CL', 'LW']",[],HUMAN,F,3,front,910152058,D_N_F3_CL_V_RL_LW_V_LL_front_0910152058.jpg,887ee86933fef50a9d28e447ee23d32c
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,"['CP', 'KC']",[],HUMAN,F,2,front,907150829,S_N_F2_CP_F_RT_KC_V_N_front_0907150829.jpg,f2f103fb6e1ae56a62c484af798e8777
,,,,,,,,,,,,,,,
D,N,1,1,0,0,0,"['CK', 'WB']",[],HUMAN,M,1,front,903164451,D_N_M1_CK_F_C_WB_F_LT_front_0903164451.jpg,8e522636abcbd9d71df473e22a106f74
S,N,1,1,0,0,0,"['SS', 'MD']",[],HUMAN,F,2,back,907144558,S_N_F2_SS_F_RA_MD_V_LL_back_0907144558.jpg,5e4dc10a492ea755cf33a43dec8d70b1
S,N,1,1,0,0,0,"['KC', 'CP']",[],HUMAN,M,3,back,905095253,S_N_M3_KC_F_RL_CP_V_LL_back_0905095253.jpg,bc19228e020aa0762a24d09e3feffba6
S,N,1,1,0,0,0,"['SS', 'MD']",[],HUMAN,M,1,front,903134005,S_N_M1_SS_F_C_MD_V_B_front_0903134005.jpg,664be03f66467593e4c97536dc9c388f
S,N,1,1,0,0,0,"['GA', 'KK']",[],HUMAN,M,2,front,904083816,S_N_M2_GA_F_C_KK_V_B_front_0904083816.jpg,7ce460138662264bb1f9cd8e936dfcdc
S,N,1,1,0,0,0,"['LW', 'CL']",[],HUMAN,F,1,back,907102426,S_N_F1_LW_F_LA_CL_V_B_back_0907102426.jpg,4a902b37e335930ea43ead76bd3839ab
S,N,1,1,0,0,0,"['CK', 'WB']",[],HUMAN,M,2,front,904100512,S_N_M2_CK_F_LA_WB_V_B_front_0904100512.jpg,233e19038e9dd4ce8e91ecbc18c45246
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,"['KC', 'CP']",[],HUMAN,F,3,front,910104143,S_N_F3_KC_F_LT_CP_V_N_front_0910104143.jpg,6ea3e470ef585639594703b3279149e1
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,"['KK', 'GA']",[],HUMAN,M,1,front,903125135,S_N_M1_KK_F_C_GA_V_B_front_0903125135.jpg,331653cd4e39f42650baf41fea7f2aa3
S,N,1,1,0,0,0,['MD'],[],HUMAN,F,1,front,907111343,S_N_F1_MD_L_LL_front_0907111343.jpg,55f70a87cadbe6cdf282bff097664711
,,,,,,,,,,,,,,,
S,P,2,2,1,1,1,"['KC', 'CP']",['UNKNOWN'],HUMAN,M,3,front,905094758,S_P_M3_KC_F_LT_CP_V_W_front_0905094758.jpg,db08a8aeb65b0353bfd2c70c41fa916b
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,"['CK', 'WB']",[],HUMAN,M,1,back,903144814,S_N_M1_CK_F_W_WB_V_LT_back_0903144814.jpg,15ddad863c354a2ec6d7b7f4c8e12291
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,"['WB', 'CK']",[],HUMAN,M,1,back,903144528,S_N_M1_WB_F_W_CK_V_RL_back_0903144528.jpg,6c2ca0ecf8aaef0b0bef9364f2049e60
S,P,2,2,1,1,1,['SS'],['UNKNOWN'],HUMAN,F,2,front,907153900,S_P_F2_SS_L_RL_front_0907153900.jpg,ff8383d2a8c361f6e80c8d2d6ebd3b01
,,,,,,,,,,,,,,,
S,P,2,2,1,1,1,['WB'],['UNKNOWN'],HUMAN,M,2,front,904113325,S_P_M2_WB_L_LT_front_0904113325.jpg,d7f89c89522015a3009e7f3ff4784fd9
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
S,P,2,2,1,1,1,"['MD', 'SS']",['UNKNOWN'],HUMAN,F,3,back,910101838,S_P_F3_MD_F_RA_SS_V_B_back_0910101838.jpg,13751c2e2f2ff546040803062998bd5e
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,['KC'],[],HUMAN,M,1,front,903162950,S_N_M1_KC_L_LT_front_0903162950.jpg,d0c9bea02ea1a867367dafe92ab73e49
T,N,1,1,0,0,0,"['KC', 'CP', 'CL']",[],HUMAN,F,3,front,910152544,T_N_F3_KC_F_RL_CP_F_LT_CL_F_LL_front_0910152544.jpg,a8b3aa4a2b04404ab35b45942f28db2a
S,N,1,1,0,0,0,['KC'],[],HUMAN,F,1,front,907112003,S_N_F1_KC_L_LL_front_0907112003.jpg,2a9477108b23866fdd16b37c0357272a
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
S,P,2,2,1,1,1,"['SS', 'MD']",['UNKNOWN'],HUMAN,M,2,back,904090639,S_P_M2_SS_F_LL_MD_V_RL_back_0904090639.jpg,7d635320d9da9c5ef4082226dfaa3fe1
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,"['LW', 'CL']",[],HUMAN,F,3,front,910110130,S_N_F3_LW_F_RT_CL_V_N_front_0910110130.jpg,58b41c8512b1087893e2b9413d0e8094
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,"['WB', 'CK']",[],HUMAN,M,1,back,903143843,S_N_M1_WB_F_LT_CK_V_RA_back_0903143843.jpg,3a86e10f0df4c0581f9cccc26a8498fa
S,N,1,1,0,0,0,['WB'],[],HUMAN,F,1,front,907111918,S_N_F1_WB_L_LL_front_0907111918.jpg,42606f521787aded2b5cfb36ec76d2ef
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,['KC'],[],HUMAN,M,1,back,903162838,S_N_M1_KC_R_RA_back_0903162838.jpg,0744509611177283a98fbd6d357c995b
S,N,1,1,0,0,0,['KK'],[],HUMAN,F,1,front,907111103,S_N_F1_KK_L_RL_front_0907111103.jpg,5982e8a7c87e95beea8c8aa90d2b073e
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,['WB'],[],HUMAN,F,2,back,907154652,S_N_F2_WB_R_RT_back_0907154652.jpg,4916418a9b8336ba739760c622e0399a
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,"['WB', 'CK']",[],HUMAN,F,1,front,907095121,S_N_F1_WB_F_RA_CK_V_W_front_0907095121.jpg,0902b1aca6216bbc9461dd7a5811cdbf
S,N,1,1,0,0,0,"['CP', 'KC']",[],HUMAN,M,1,front,903151329,S_N_M1_CP_F_RL_KC_V_RA_front_0903151329.jpg,c409dbad96f3d6da56d84ce45b948637
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,"['CP', 'KC']",[],HUMAN,F,3,back,910104450,S_N_F3_CP_F_RA_KC_V_N_back_0910104450.jpg,1c93075af4b89232c76d0698f85d2e68
,,,,,,,,,,,,,,,
T,N,1,1,0,0,0,"['MD', 'CK', 'WB']",[],HUMAN,F,2,front,907160457,T_N_F2_MD_F_LT_CK_F_RT_WB_F_S_front_0907160457.jpg,5e4b127b958141437d1aecf290bbe290
D,P,3,1,2,1,0,"['CL', 'LW']",[],HUMAN,M,3,front,905111120,D_P_M3_CL_V_LL_LW_V_N_front_0905111120.jpg,dbb5c95512e4dd5833cba2a373344eed
,,,,,,,,,,,,,,,
T,N,1,1,0,0,0,"['GA', 'KK', 'SS']",[],HUMAN,F,1,front,907141359,T_N_F1_GA_F_W_KK_F_C_SS_F_LA_front_0907141359.jpg,f54246533e6a0c45dc65b8cca24fc391
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
S,P,2,2,1,1,1,"['WB', 'CK']",['UNKNOWN'],HUMAN,F,1,back,907094540,S_P_F1_WB_F_S_CK_V_LA_back_0907094540.jpg,ea5571d77816e5f24ad1d1ff622ad6fe
S,P,2,2,1,1,1,"['SS', 'MD']",['UNKNOWN'],HUMAN,M,2,back,904092747,S_P_M2_SS_F_LA_MD_V_RA_back_0904092747.jpg,891256c44f6e464dd608572d6ef710e7
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
S,P,2,2,1,1,1,"['CK', 'WB']",['UNKNOWN'],HUMAN,M,3,back,905092024,S_P_M3_CK_F_LT_WB_V_N_back_0905092024.jpg,6e1a9ea48abadcf10132ab0c35975172
S,P,2,1,1,1,0,['CK'],[],HUMAN,M,2,front,904113041,S_P_M2_CK_L_LA_front_0904113041.jpg,2901f2ce185ca8edd1f668f640ed40c6
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,"['SS', 'MD']",[],HUMAN,F,3,back,910101238,S_N_F3_SS_F_RT_MD_V_N_back_0910101238.jpg,d78732ba99e2f7fd33487941a92697cb
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,"['WB', 'CK']",[],HUMAN,F,1,back,907094952,S_N_F1_WB_F_RL_CK_V_RL_back_0907094952.jpg,3223c487ca9a1aa2b1b2798a8315123b
S,N,1,1,0,0,0,"['WB', 'CK']",[],HUMAN,M,3,front,905092744,S_N_M3_WB_F_LT_CK_V_N_front_0905092744.jpg,3099daf32279fd65cea5a813c21cd384
S,N,1,1,0,0,0,['KK'],[],HUMAN,M,2,front,904112121,S_N_M2_KK_L_W_front_0904112121.jpg,eec45b65740d71c806844aad1b917d05
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,"['SS', 'MD']",[],HUMAN,M,3,front,905090349,S_N_M3_SS_F_RA_MD_V_LA_front_0905090349.jpg,327b1274f7780a9290ced63c6ba3bb56
T,N,1,1,0,0,0,"['KC', 'CP', 'CL']",[],HUMAN,F,3,back,910152544,T_N_F3_KC_F_RL_CP_F_LT_CL_F_LL_back_0910152544.jpg,b9127f9bc655962eea13f82b6abaae64
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
S,N,1,1,0,0,0,"['GA', 'KK']",[],HUMAN,M,3,front,905085454,S_N_M3_GA_F_RL_KK_V_LL_front_0905085454.jpg,d20b47083a477a48f978dbd652ae2050
S,N,1,1,0,0,0,['CK'],[],HUMAN,M,1,back,903162351,S_N_M1_CK_R_RA_back_0903162351.jpg,768dd43a3902a2d5bcc442b08af8ab12
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
